"","CatalogNumber","RouteIdentifier","SurveyAreaIdentifier","SpeciesCode","YearCollected","MonthCollected","DayCollected","TimeCollected","DurationInHours","CollectorNumber","DecimalLatitude","DecimalLongitude","ObservationCount"
"1292","373800-1-890-2","VINN-7","VINN-7","RBME","2022","2","13","11","0.666667","1031749","49.240520","-123.970940","10"
"1293","373800-1-4270-3","VINN-7","VINN-7","BLOY","2022","2","13","11","0.666667","1031749","49.240520","-123.970940","2"
"1294","379312-1-14010-15","SCBI-11","SCBI-11","CORA","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","2"
"1295","379312-1-14010-30","SCBI-11","SCBI-11","CORA","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","2"
"1296","379312-1-840-4","SCBI-11","SCBI-11","BAGO","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","4"
"1297","379312-1-4270-9","SCBI-11","SCBI-11","BLOY","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","2"
"1298","379312-1-840-19","SCBI-11","SCBI-11","BAGO","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","4"
"1299","379312-1-4270-24","SCBI-11","SCBI-11","BLOY","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","2"
"1300","379312-1-5160-11","SCBI-11","SCBI-11","CAGU","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","2"
"1301","379312-1-5160-26","SCBI-11","SCBI-11","CAGU","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","2"
"1302","379312-1-3020-8","SCBI-11","SCBI-11","BAEA","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","2"
"1303","379312-1-3020-23","SCBI-11","SCBI-11","BAEA","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","2"
"1304","379351-1-5250-6","LMVN-34","LMVN-34","GWGU","2021","3","14","18","0.5","1121619","49.293617","-123.037277","4"
"1305","379312-1-230-1","SCBI-11","SCBI-11","CAGO","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","13"
"1306","379312-1-230-16","SCBI-11","SCBI-11","CAGO","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","13"
"1307","379351-1-2420-4","LMVN-34","LMVN-34","PECO","2021","3","14","18","0.5","1121619","49.293617","-123.037277","2"
"1308","379312-1-770-2","SCBI-11","SCBI-11","SUSC","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","5"
"1309","379312-1-5250-12","SCBI-11","SCBI-11","GWGU","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","14"
"1310","379312-1-5800-13","SCBI-11","SCBI-11","MAMU","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","4"
"1311","379312-1-1620-6","SCBI-11","SCBI-11","HOGR","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","3"
"1312","379312-1-1620-21","SCBI-11","SCBI-11","HOGR","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","3"
"1313","379312-1-770-17","SCBI-11","SCBI-11","SUSC","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","5"
"1314","379312-1-5250-27","SCBI-11","SCBI-11","GWGU","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","14"
"1315","379312-1-5800-28","SCBI-11","SCBI-11","MAMU","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","4"
"1316","379312-1-5142-10","SCBI-11","SCBI-11","SHBG","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","15"
"1317","379312-1-2390-7","SCBI-11","SCBI-11","DCCO","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","1"
"1318","379312-1-2390-22","SCBI-11","SCBI-11","DCCO","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","1"
"1319","379312-1-5142-25","SCBI-11","SCBI-11","SHBG","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","15"
"1320","379312-1-880-5","SCBI-11","SCBI-11","COME","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","15"
"1321","379312-1-880-20","SCBI-11","SCBI-11","COME","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","15"
"1322","379351-1-2550-5","LMVN-34","LMVN-34","GBHE","2021","3","14","18","0.5","1121619","49.293617","-123.037277","2"
"1323","379312-1-13900-14","SCBI-11","SCBI-11","AMCR","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","7"
"1324","379312-1-13900-29","SCBI-11","SCBI-11","AMCR","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","7"
"1325","379312-1-820-3","SCBI-11","SCBI-11","BUFF","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","5"
"1326","379312-1-820-18","SCBI-11","SCBI-11","BUFF","2023","2","11","8.5","1.41667","1074594","49.360050","-123.432533","5"
"1327","379351-1-420-2","LMVN-34","LMVN-34","AMWI","2021","3","14","18","0.5","1121619","49.293617","-123.037277","10"
